link,price,currency,type,beds,baths,area,location,down_payment,plan_type
https://www.bayut.eg/en/property/details-501188347.html,"5,947,000",EGP,Apartment,2.0,2.0,128 Sq. M.,"El Fostat, Cairo","EGP 594,700",
https://www.bayut.eg/en/property/details-501188345.html,"15,400,000",EGP,iVilla,3.0,2.0,222 Sq. M.,"Mountain View Hyde Park Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501188341.html,"2,500,000",EGP,Apartment,3.0,3.0,170 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 860,000",Off-Plan
https://www.bayut.eg/en/property/details-501188339.html,"3,000,000",EGP,Apartment,3.0,2.0,165 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 860,000",Off-Plan
https://www.bayut.eg/en/property/details-501188333.html,"8,600,000",EGP,Apartment,2.0,2.0,115 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 860,000",Off-Plan
https://www.bayut.eg/en/property/details-501188332.html,"8,400,000",EGP,Apartment,2.0,2.0,115 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 840,000",Off-Plan
https://www.bayut.eg/en/property/details-501188317.html,"15,369,000",EGP,Apartment,3.0,3.0,184 Sq. M.,"Bloomfields, Mostakbal City, Cairo","EGP 768,450",
https://www.bayut.eg/en/property/details-501188316.html,"3,500,000",EGP,Apartment,3.0,1.0,105 Sq. M.,"Ashgar City Compound, 6th of October, Giza","EGP 525,000",Off-Plan
https://www.bayut.eg/en/property/details-501188311.html,"25,000,000",EGP,Townhouse,4.0,4.0,420 Sq. M.,"El Shorouk Springs, Shorouk City, Cairo",,
https://www.bayut.eg/en/property/details-501188292.html,"21,100,000",EGP,Apartment,2.0,2.0,135 Sq. M.,"District 5 Compound Compound, New Cairo, Cairo","EGP 1,688,000",Off-Plan
https://www.bayut.eg/en/property/details-501188283.html,"8,700,000",EGP,Apartment,,1.0,41 Sq. M.,"Maadi, Cairo","EGP 2,175,000",
https://www.bayut.eg/en/property/details-501188279.html,"21,477,000",EGP,Apartment,3.0,3.0,164 Sq. M.,"Solana, Sheikh Zayed, Giza","EGP 1,073,850",Off-Plan
https://www.bayut.eg/en/property/details-501188271.html,"30,000,000",EGP,Villa,4.0,4.0,440 Sq. M.,"Sodic East, New Heliopolis, Cairo","EGP 1,500,000",Off-Plan
https://www.bayut.eg/en/property/details-501188268.html,"6,479,114",EGP,Apartment,3.0,2.0,130 Sq. M.,"Village West Compound, Sheikh Zayed, Giza","EGP 972,000",Off-Plan
https://www.bayut.eg/en/property/details-501188252.html,"79,430,000",EGP,Apartment,10.0,10.0,410 Sq. M.,"Downtown Cairo, Cairo","EGP 19,858,000",
https://www.bayut.eg/en/property/details-501188245.html,"6,000,000",EGP,Apartment,3.0,3.0,165 Sq. M.,"Mountain View iCity Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501188243.html,"16,960,000",EGP,Apartment,3.0,2.0,155 Sq. M.,"Palm Hills New Cairo Compound, New Cairo, Cairo","EGP 850,000",Off-Plan
https://www.bayut.eg/en/property/details-501188216.html,"5,800,000",EGP,Room,1.0,1.0,81 Sq. M.,"Taj City Compound, New Cairo, Cairo","EGP 580,000",Off-Plan
https://www.bayut.eg/en/property/details-501188200.html,"7,392,000",EGP,Apartment,3.0,3.0,154 Sq. M.,"Sheraton, Cairo",,
https://www.bayut.eg/en/property/details-501188173.html,"8,700,000",EGP,Apartment,,1.0,41 Sq. M.,"El Maadi, Maadi, Cairo","EGP 2,175,000",
https://www.bayut.eg/en/property/details-501188171.html,"26,986,000",EGP,Villa,5.0,4.0,206 Sq. M.,"District 5 Compound Compound, New Cairo, Cairo","EGP 2,158,880",
https://www.bayut.eg/en/property/details-501188164.html,"12,665,000",EGP,Apartment,3.0,3.0,148 Sq. M.,"Village West Compound, Sheikh Zayed, Giza","EGP 633,250",Off-Plan
https://www.bayut.eg/en/property/details-501188161.html,"1,800,000",EGP,Chalet,,1.0,47 Sq. M.,"Golf Porto Marina, North Coast, Matruh",,
https://www.bayut.eg/en/property/details-501188148.html,"9,112,469",EGP,Apartment,3.0,3.0,171 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 1,469,752",
https://www.bayut.eg/en/property/details-501188145.html,"10,247,179",EGP,Apartment,3.0,3.0,195 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 1,652,769",
https://www.bayut.eg/en/property/details-501188146.html,"2,697,947",EGP,Apartment,4.0,3.0,233 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza",,
https://www.bayut.eg/en/property/details-501188136.html,"3,420,000",EGP,Chalet,3.0,2.0,125 Sq. M.,"Ain Sukhna, Suez",,
https://www.bayut.eg/en/property/details-501188106.html,"39,000,000",EGP,Townhouse,4.0,4.0,210 Sq. M.,"Solana east, New Cairo, Cairo","EGP 7,000,000",
https://www.bayut.eg/en/property/details-501188086.html,"3,570,000",EGP,Apartment,3.0,3.0,170 Sq. M.,"Grand Gate, Zahraa Al Maadi, Cairo","EGP 1,785,000",
https://www.bayut.eg/en/property/details-501188080.html,"1,995,000",EGP,Apartment,2.0,2.0,95 Sq. M.,"Grand Gate, Zahraa Al Maadi, Cairo","EGP 997,500",
https://www.bayut.eg/en/property/details-501188072.html,"20,950,000",EGP,Villa,4.0,4.0,345 Sq. M.,"Ad_Vida Compound, Sheikh Zayed, Giza","EGP 2,950,000",
https://www.bayut.eg/en/property/details-501188283.html,"8,700,000",EGP,Apartment,,1.0,41 Sq. M.,"Maadi, Cairo","EGP 2,175,000",
https://www.bayut.eg/en/property/details-501188279.html,"21,477,000",EGP,Apartment,3.0,3.0,164 Sq. M.,"Solana, Sheikh Zayed, Giza","EGP 1,073,850",Off-Plan
https://www.bayut.eg/en/property/details-501188271.html,"30,000,000",EGP,Villa,4.0,4.0,440 Sq. M.,"Sodic East, New Heliopolis, Cairo","EGP 1,500,000",Off-Plan
https://www.bayut.eg/en/property/details-501188268.html,"6,479,114",EGP,Apartment,3.0,2.0,130 Sq. M.,"Village West Compound, Sheikh Zayed, Giza","EGP 972,000",Off-Plan
https://www.bayut.eg/en/property/details-501188252.html,"79,430,000",EGP,Apartment,10.0,10.0,410 Sq. M.,"Downtown Cairo, Cairo","EGP 19,858,000",
https://www.bayut.eg/en/property/details-501188245.html,"6,000,000",EGP,Apartment,3.0,3.0,165 Sq. M.,"Mountain View iCity Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501188243.html,"16,960,000",EGP,Apartment,3.0,2.0,155 Sq. M.,"Palm Hills New Cairo Compound, New Cairo, Cairo","EGP 850,000",Off-Plan
https://www.bayut.eg/en/property/details-501188216.html,"5,800,000",EGP,Room,1.0,1.0,81 Sq. M.,"Taj City Compound, New Cairo, Cairo","EGP 580,000",Off-Plan
https://www.bayut.eg/en/property/details-501188200.html,"7,392,000",EGP,Apartment,3.0,3.0,154 Sq. M.,"Sheraton, Cairo",,
https://www.bayut.eg/en/property/details-501188173.html,"8,700,000",EGP,Apartment,,1.0,41 Sq. M.,"El Maadi, Maadi, Cairo","EGP 2,175,000",
https://www.bayut.eg/en/property/details-501188171.html,"26,986,000",EGP,Villa,5.0,4.0,206 Sq. M.,"District 5 Compound Compound, New Cairo, Cairo","EGP 2,158,880",
https://www.bayut.eg/en/property/details-501188164.html,"12,665,000",EGP,Apartment,3.0,3.0,148 Sq. M.,"Village West Compound, Sheikh Zayed, Giza","EGP 633,250",Off-Plan
https://www.bayut.eg/en/property/details-501188161.html,"1,800,000",EGP,Chalet,,1.0,47 Sq. M.,"Golf Porto Marina, North Coast, Matruh",,
https://www.bayut.eg/en/property/details-501188148.html,"9,112,469",EGP,Apartment,3.0,3.0,171 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 1,469,752",
https://www.bayut.eg/en/property/details-501188145.html,"10,247,179",EGP,Apartment,3.0,3.0,195 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 1,652,769",
https://www.bayut.eg/en/property/details-501188146.html,"2,697,947",EGP,Apartment,4.0,3.0,233 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza",,
https://www.bayut.eg/en/property/details-501188136.html,"3,420,000",EGP,Chalet,3.0,2.0,125 Sq. M.,"Ain Sukhna, Suez",,
https://www.bayut.eg/en/property/details-501188106.html,"39,000,000",EGP,Townhouse,4.0,4.0,210 Sq. M.,"Solana east, New Cairo, Cairo","EGP 7,000,000",
https://www.bayut.eg/en/property/details-501188086.html,"3,570,000",EGP,Apartment,3.0,3.0,170 Sq. M.,"Grand Gate, Zahraa Al Maadi, Cairo","EGP 1,785,000",
https://www.bayut.eg/en/property/details-501188080.html,"1,995,000",EGP,Apartment,2.0,2.0,95 Sq. M.,"Grand Gate, Zahraa Al Maadi, Cairo","EGP 997,500",
https://www.bayut.eg/en/property/details-501188072.html,"20,950,000",EGP,Villa,4.0,4.0,345 Sq. M.,"Ad_Vida Compound, Sheikh Zayed, Giza","EGP 2,950,000",
https://www.bayut.eg/en/property/details-501188063.html,"14,350,000",EGP,Apartment,3.0,3.0,199 Sq. M.,"Hyde Park New Cairo Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501188061.html,"23,500,000",EGP,Duplex,3.0,3.0,300 Sq. M.,"Uptown Cairo, Mokattam, Cairo",,
https://www.bayut.eg/en/property/details-501188042.html,"9,470,000",EGP,Apartment,3.0,3.0,221 Sq. M.,"Mivida Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501187829.html,"4,441,000",EGP,Apartment,1.0,1.0,60 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 913,270",Off-Plan
https://www.bayut.eg/en/property/details-501187822.html,"3,900,000",EGP,Apartment,3.0,2.0,155 Sq. M.,"New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501187817.html,"10,400,000",EGP,Duplex,4.0,4.0,215 Sq. M.,"1st Settlement, New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501187800.html,"7,400,000",EGP,Apartment,2.0,2.0,135 Sq. M.,"Hyde Park Compound, 6th of October, Giza",,
https://www.bayut.eg/en/property/details-501187776.html,"8,700,000",EGP,Apartment,3.0,3.0,220 Sq. M.,"Dokki, Giza",,
https://www.bayut.eg/en/property/details-501187774.html,"23,000,000",EGP,Townhouse,3.0,3.0,159 Sq. M.,"Hyde Park New Cairo Compound, New Cairo, Cairo","EGP 2,300,000",
https://www.bayut.eg/en/property/details-501187773.html,"3,500,000",EGP,Chalet,2.0,2.0,100 Sq. M.,"Porto Sokhna, Ain Sukhna, Suez",,
https://www.bayut.eg/en/property/details-501187772.html,"27,000,000",EGP,Townhouse,2.0,2.0,159 Sq. M.,"Hyde Park New Cairo Compound, New Cairo, Cairo","EGP 2,700,000",
https://www.bayut.eg/en/property/details-501187766.html,"5,300,000",EGP,Apartment,2.0,2.0,130 Sq. M.,"New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501187742.html,"7,850,000",EGP,Apartment,4.0,3.0,195 Sq. M.,"Dokki, Giza",,
https://www.bayut.eg/en/property/details-501187686.html,"4,875,000",EGP,Apartment,2.0,2.0,125 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 1,218,750",
https://www.bayut.eg/en/property/details-501187653.html,"16,000,000",EGP,Chalet,3.0,3.0,180 Sq. M.,"La Vista Gardens, Ain Sukhna, Suez","EGP 3,200,000",
https://www.bayut.eg/en/property/details-501187644.html,"6,000,000",EGP,Villa,2.0,2.0,120 Sq. M.,"5th Settlement, New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501187643.html,"4,984,000",EGP,Apartment,3.0,3.0,184 Sq. M.,"New Narges, New Cairo, Cairo","EGP 996,800",Off-Plan
https://www.bayut.eg/en/property/details-501187540.html,"30,000,000",EGP,Twin House,4.0,4.0,420 Sq. M.,"EL Patio 2, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501188834.html,"6,000,000",EGP,Apartment,3.0,2.0,130 Sq. M.,"Taj City Compound, New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501188820.html,"24,500,000",EGP,Twin House,3.0,3.0,267 Sq. M.,"Madinaty, Cairo",,
https://www.bayut.eg/en/property/details-501188680.html,"4,600,000",EGP,Apartment,3.0,2.0,152 Sq. M.,"Al Maqsad, New Capital City, Cairo","EGP 650,000",
https://www.bayut.eg/en/property/details-501188677.html,"4,438,000",EGP,Apartment,3.0,2.0,134 Sq. M.,"Al Maqsad, New Capital City, Cairo","EGP 620,000",
https://www.bayut.eg/en/property/details-501188627.html,"8,000,000",EGP,Villa,4.0,3.0,370 Sq. M.,"Hyde Park New Cairo Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501188612.html,"12,000,000",EGP,Apartment,3.0,2.0,150 Sq. M.,"Taj City Compound, New Cairo, Cairo","EGP 1,200,000",
https://www.bayut.eg/en/property/details-501188602.html,"15,000,000",EGP,Chalet,3.0,2.0,150 Sq. M.,"Ain Sukhna, Suez","EGP 3,000,000",
https://www.bayut.eg/en/property/details-501188586.html,"5,350,000",EGP,Apartment,2.0,2.0,105 Sq. M.,"Rovan, Sheikh Zayed, Giza","EGP 535,000",Off-Plan
https://www.bayut.eg/en/property/details-501188573.html,"5,000,000",EGP,Duplex,3.0,3.0,205 Sq. M.,"3rd District, 6th of October, Giza",,
https://www.bayut.eg/en/property/details-501188512.html,"10,069,088",EGP,Apartment,,1.0,59 Sq. M.,"Maadi, Cairo","EGP 2,517,272",
https://www.bayut.eg/en/property/details-501188500.html,"7,500,000",EGP,Apartment,3.0,2.0,160 Sq. M.,"Mountain View iCity Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501188484.html,"6,451,000",EGP,Apartment,3.0,2.0,131 Sq. M.,"Noor City, New Capital City, Cairo","EGP 1,100,000",Off-Plan
https://www.bayut.eg/en/property/details-501188337.html,"3,000,000",EGP,Apartment,2.0,2.0,124 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 860,000",Off-Plan
https://www.bayut.eg/en/property/details-501188335.html,"3,000,000",EGP,Apartment,3.0,3.0,174 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 860,000",Off-Plan
https://www.bayut.eg/en/property/details-501188310.html,"6,000,000",EGP,Villa,4.0,3.0,350 Sq. M.,"Sun Capital, Hadayek October, Giza",,
https://www.bayut.eg/en/property/details-501188246.html,"6,750,000",EGP,Apartment,3.0,3.0,200 Sq. M.,"East of Academy, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501188202.html,"8,910,000",EGP,Apartment,3.0,3.0,193 Sq. M.,"Sheraton, Cairo",,
https://www.bayut.eg/en/property/details-501188203.html,"8,316,000",EGP,Apartment,3.0,3.0,168 Sq. M.,"Sheraton, Cairo",,
https://www.bayut.eg/en/property/details-501188201.html,"8,250,000",EGP,Apartment,3.0,3.0,176 Sq. M.,"Sheraton, Cairo",,
https://www.bayut.eg/en/property/details-501188147.html,"9,112,466",EGP,Apartment,3.0,2.0,168 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 1,469,782",
https://www.bayut.eg/en/property/details-501188142.html,"14,309,368",EGP,Apartment,4.0,2.0,245 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 3,554,782",
https://www.bayut.eg/en/property/details-501188141.html,"10,972,466",EGP,Apartment,4.0,2.0,233 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 1,769,752",
https://www.bayut.eg/en/property/details-501188128.html,"4,800,000",EGP,Apartment,2.0,1.0,128 Sq. M.,"Sarai, Mostakbal City, Cairo",,
https://www.bayut.eg/en/property/details-501188107.html,"6,000,000",EGP,Penthouse,2.0,2.0,110 Sq. M.,"Blumar North Coast, North Coast, Matruh",,
https://www.bayut.eg/en/property/details-501188021.html,"6,500,000",EGP,Penthouse,2.0,2.0,110 Sq. M.,"Blumar North Coast, North Coast, Matruh",,
https://www.bayut.eg/en/property/details-501187996.html,"49,657,000",EGP,Villa,4.0,4.0,229 Sq. M.,"Solana, Sheikh Zayed, Giza","EGP 2,482,850",Off-Plan
https://www.bayut.eg/en/property/details-501187994.html,"42,744,000",EGP,Villa,4.0,4.0,221 Sq. M.,"Solana, Sheikh Zayed, Giza","EGP 2,137,200",Off-Plan
https://www.bayut.eg/en/property/details-501187916.html,"4,950,000",EGP,Apartment,4.0,3.0,230 Sq. M.,"El Lotus, New Cairo, Cairo","EGP 3,500,000",Off-Plan
https://www.bayut.eg/en/property/details-501187824.html,"2,712,000",EGP,Apartment,3.0,3.0,175 Sq. M.,"6th of October, Giza","EGP 1,450,000",Off-Plan
https://www.bayut.eg/en/property/details-501187806.html,"6,000,000",EGP,Apartment,3.0,2.0,140 Sq. M.,"Terrace, Sheikh Zayed, Giza","EGP 500,000",
https://www.bayut.eg/en/property/details-501187796.html,"2,400,000",EGP,Apartment,3.0,2.0,155 Sq. M.,"9th District, 6th of October, Giza","EGP 1,200,000",Off-Plan
https://www.bayut.eg/en/property/details-501187770.html,"5,000,000",EGP,Apartment,3.0,3.0,160 Sq. M.,"New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501187771.html,"4,000,000",EGP,Apartment,1.0,1.0,80 Sq. M.,"New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501187767.html,"5,500,000",EGP,Apartment,3.0,2.0,150 Sq. M.,"New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501187768.html,"5,300,000",EGP,Apartment,3.0,2.0,156 Sq. M.,"New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501187765.html,"6,500,000",EGP,Apartment,2.0,2.0,112 Sq. M.,"New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501187759.html,"2,400,000",EGP,Apartment,3.0,2.0,155 Sq. M.,"6th of October, Giza","EGP 1,200,000",Off-Plan
https://www.bayut.eg/en/property/details-501187681.html,"3,600,000",EGP,Apartment,2.0,1.0,120 Sq. M.,"Nasr City, Cairo",,
https://www.bayut.eg/en/property/details-501187660.html,"8,280,000",EGP,Penthouse,3.0,3.0,210 Sq. M.,"Hadayek October, Giza",,
https://www.bayut.eg/en/property/details-501187641.html,"6,500,000",EGP,Apartment,4.0,3.0,226 Sq. M.,"La Mirada, Mostakbal City, Cairo",,
https://www.bayut.eg/en/property/details-501187530.html,"147,000,000",EGP,Villa,5.0,7.0,501 Sq. M.,"Allegria, Sheikh Zayed, Giza",,
https://www.bayut.eg/en/property/details-501188736.html,"24,550,000",EGP,Apartment,2.0,2.0,174 Sq. M.,"Solana, Sheikh Zayed, Giza","EGP 1,227,500",Off-Plan
https://www.bayut.eg/en/property/details-501188611.html,"13,000,000",EGP,Apartment,3.0,2.0,165 Sq. M.,"Taj City Compound, New Cairo, Cairo","EGP 700,000",
https://www.bayut.eg/en/property/details-501188340.html,"7,400,000",EGP,Apartment,3.0,2.0,155 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 860,000",Off-Plan
https://www.bayut.eg/en/property/details-501188198.html,"9,900,000",EGP,Apartment,3.0,3.0,198 Sq. M.,"Sheraton, Cairo",,
https://www.bayut.eg/en/property/details-501188144.html,"6,570,528",EGP,Apartment,2.0,2.0,124 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 1,059,762",
https://www.bayut.eg/en/property/details-501188143.html,"3,055,481",EGP,Apartment,4.0,2.0,295 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza",,
https://www.bayut.eg/en/property/details-501188139.html,"7,148,399",EGP,Apartment,2.0,2.0,135 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 1,152,967",
https://www.bayut.eg/en/property/details-501187995.html,"35,386,000",EGP,Villa,4.0,4.0,237 Sq. M.,"Solana, Sheikh Zayed, Giza","EGP 1,769,300",Off-Plan
https://www.bayut.eg/en/property/details-501187912.html,"2,500,000",EGP,Apartment,,1.0,54 Sq. M.,"Porto New Cairo - Nyoum Compound, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501187884.html,"11,774,000",EGP,Villa,4.0,4.0,259 Sq. M.,"Mostakbal City, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501187728.html,"16,380,000",EGP,Twin House,5.0,7.0,420 Sq. M.,"Shorouk City, Cairo","EGP 13,000,000",
https://www.bayut.eg/en/property/details-501188467.html,"26,600,000",EGP,Townhouse,4.0,3.0,230 Sq. M.,"PX Palm Hills, 6th of October, Giza","EGP 1,330,000",Off-Plan
https://www.bayut.eg/en/property/details-501188425.html,"14,800,000",EGP,Apartment,2.0,2.0,115 Sq. M.,"PX Palm Hills, 6th of October, Giza","EGP 740,000",Off-Plan
https://www.bayut.eg/en/property/details-501188405.html,"31,000,000",EGP,Villa,5.0,4.0,450 Sq. M.,"Sheikh Zayed, Giza","EGP 27,000,000",
https://www.bayut.eg/en/property/details-501188298.html,"4,600,000",EGP,Apartment,2.0,2.0,110 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 460,000",Off-Plan
https://www.bayut.eg/en/property/details-501188285.html,"26,650,000",EGP,Townhouse,3.0,3.0,159 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 5,000,000",Off-Plan
https://www.bayut.eg/en/property/details-501188053.html,"16,800,000",EGP,Townhouse,5.0,6.0,200 Sq. M.,"Al Burouj, Shorouk City, Cairo","EGP 700,000",Off-Plan
https://www.bayut.eg/en/property/details-501188003.html,"35,386,000",EGP,Villa,4.0,4.0,237 Sq. M.,"Solana, Sheikh Zayed, Giza","EGP 1,769,300",Off-Plan
https://www.bayut.eg/en/property/details-501187857.html,"11,862,400",EGP,Penthouse,3.0,3.0,230 Sq. M.,"Mountain View iCity Compound, New Cairo, Cairo",,Off-Plan
https://www.bayut.eg/en/property/details-501187814.html,"5,302,000",EGP,Apartment,3.0,2.0,131 Sq. M.,"Sarai, Mostakbal City, Cairo","EGP 855,000",Off-Plan
https://www.bayut.eg/en/property/details-501188305.html,"6,975,000",EGP,Apartment,3.0,2.0,155 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 697,500",Off-Plan
https://www.bayut.eg/en/property/details-501188304.html,"4,950,000",EGP,Apartment,2.0,2.0,110 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 495,000",Off-Plan
https://www.bayut.eg/en/property/details-501188302.html,"3,217,500",EGP,Apartment,2.0,2.0,110 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 460,000",Off-Plan
https://www.bayut.eg/en/property/details-501187816.html,"4,318,000",EGP,Apartment,2.0,2.0,112 Sq. M.,"Sarai, Mostakbal City, Cairo","EGP 744,000",Off-Plan
https://www.bayut.eg/en/property/details-501187777.html,"7,638,300",EGP,Apartment,,1.0,36 Sq. M.,"Maadi, Cairo","EGP 1,909,575",
https://www.bayut.eg/en/property/details-501188140.html,"5,969,251",EGP,Apartment,2.0,2.0,111 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 962,782",
https://www.bayut.eg/en/property/details-501188101.html,"14,000,000",EGP,Apartment,3.0,3.0,171 Sq. M.,"90 Avenue Compound, New Cairo, Cairo","EGP 1,400,000",
https://www.bayut.eg/en/property/details-501188012.html,"28,000,000",EGP,Townhouse,4.0,4.0,225 Sq. M.,"Swan Lake Residences, New Cairo, Cairo","EGP 26,200,000",
https://www.bayut.eg/en/property/details-501188000.html,"35,386,000",EGP,Villa,4.0,4.0,237 Sq. M.,"Solana, Sheikh Zayed, Giza","EGP 1,769,300",Off-Plan
https://www.bayut.eg/en/property/details-501187739.html,"38,511,040",EGP,Villa,4.0,4.0,388 Sq. M.,"Sodic East, New Heliopolis, Cairo","EGP 7,702,208",
https://www.bayut.eg/en/property/details-501188864.html,"35,525,000",EGP,Villa,5.0,3.0,562 Sq. M.,"Madinaty, Cairo",,
https://www.bayut.eg/en/property/details-501187980.html,"19,000,000",EGP,Villa,4.0,4.0,219 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 1,900,000",Off-Plan
https://www.bayut.eg/en/property/details-501187868.html,"15,800,000",EGP,Penthouse,3.0,2.0,210 Sq. M.,"5th Settlement, New Cairo, Cairo",,
https://www.bayut.eg/en/property/details-501187854.html,"16,000,000",EGP,Townhouse,3.0,3.0,200 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 1,600,000",Off-Plan
https://www.bayut.eg/en/property/details-501187819.html,"35,500,000",EGP,Villa,3.0,3.0,289 Sq. M.,"New Cairo, Cairo","EGP 8,150,000",Off-Plan
https://www.bayut.eg/en/property/details-501187758.html,"35,500,000",EGP,Villa,3.0,3.0,290 Sq. M.,"Madinaty, Cairo","EGP 8,150,000",Off-Plan
https://www.bayut.eg/en/property/details-501187721.html,"6,975,000",EGP,Apartment,3.0,2.0,155 Sq. M.,"The Icon Residence Compound, New Cairo, Cairo","EGP 697,500",Off-Plan
https://www.bayut.eg/en/property/details-501187720.html,"4,950,000",EGP,Apartment,2.0,2.0,110 Sq. M.,"The Icon Residence Compound, New Cairo, Cairo","EGP 495,000",Off-Plan
https://www.bayut.eg/en/property/details-501187722.html,"4,533,750",EGP,Apartment,3.0,2.0,155 Sq. M.,"The Icon Residence Compound, New Cairo, Cairo","EGP 460,000",Off-Plan
https://www.bayut.eg/en/property/details-501187716.html,"4,600,000",EGP,Apartment,2.0,2.0,110 Sq. M.,"The Icon Residence Compound, New Cairo, Cairo","EGP 460,000",Off-Plan
https://www.bayut.eg/en/property/details-501187814.html,"5,302,000",EGP,Apartment,3.0,2.0,131 Sq. M.,"Sarai, Mostakbal City, Cairo","EGP 855,000",Off-Plan
https://www.bayut.eg/en/property/details-501188305.html,"6,975,000",EGP,Apartment,3.0,2.0,155 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 697,500",Off-Plan
https://www.bayut.eg/en/property/details-501188304.html,"4,950,000",EGP,Apartment,2.0,2.0,110 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 495,000",Off-Plan
https://www.bayut.eg/en/property/details-501188302.html,"3,217,500",EGP,Apartment,2.0,2.0,110 Sq. M.,"5th Settlement, New Cairo, Cairo","EGP 460,000",Off-Plan
https://www.bayut.eg/en/property/details-501187816.html,"4,318,000",EGP,Apartment,2.0,2.0,112 Sq. M.,"Sarai, Mostakbal City, Cairo","EGP 744,000",Off-Plan
https://www.bayut.eg/en/property/details-501187777.html,"7,638,300",EGP,Apartment,,1.0,36 Sq. M.,"Maadi, Cairo","EGP 1,909,575",
https://www.bayut.eg/en/property/details-501188140.html,"5,969,251",EGP,Apartment,2.0,2.0,111 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 962,782",
https://www.bayut.eg/en/property/details-501188101.html,"14,000,000",EGP,Apartment,3.0,3.0,171 Sq. M.,"90 Avenue Compound, New Cairo, Cairo","EGP 1,400,000",
https://www.bayut.eg/en/property/details-501188012.html,"28,000,000",EGP,Townhouse,4.0,4.0,225 Sq. M.,"Swan Lake Residences, New Cairo, Cairo","EGP 26,200,000",
https://www.bayut.eg/en/property/details-501188000.html,"35,386,000",EGP,Villa,4.0,4.0,237 Sq. M.,"Solana, Sheikh Zayed, Giza","EGP 1,769,300",Off-Plan
https://www.bayut.eg/en/property/details-501187739.html,"38,511,040",EGP,Villa,4.0,4.0,388 Sq. M.,"Sodic East, New Heliopolis, Cairo","EGP 7,702,208",
https://www.bayut.eg/en/property/details-501188864.html,"35,525,000",EGP,Villa,5.0,3.0,562 Sq. M.,"Madinaty, Cairo",,
https://www.bayut.eg/en/property/details-501187980.html,"19,000,000",EGP,Villa,4.0,4.0,219 Sq. M.,"Badya Palm Hills Compound, 6th of October, Giza","EGP 1,900,000",Off-Plan
